Elemento,Categoria,Prefab,Ruta,Triangulos,Hijos,Hijos_animables
Oscuridad,Edificios,Archivo,Biomes/Oscuridad/Prefabs/Edificios/Archivo.prefab,5820,12,5
Oscuridad,Edificios,Santuario,Biomes/Oscuridad/Prefabs/Edificios/Santuario.prefab,5900,12,5
Oscuridad,Edificios,Mercado_Negro,Biomes/Oscuridad/Prefabs/Edificios/Mercado_Negro.prefab,5644,12,5
Oscuridad,Edificios,Museo,Biomes/Oscuridad/Prefabs/Edificios/Museo.prefab,5820,12,5
Oscuridad,Modulos,Suelo_2m,Biomes/Oscuridad/Prefabs/Modulos/Suelo_2m.prefab,44,1,0
Oscuridad,Modulos,Suelo_4m,Biomes/Oscuridad/Prefabs/Modulos/Suelo_4m.prefab,44,1,0
Oscuridad,Modulos,Calle_Recta,Biomes/Oscuridad/Prefabs/Modulos/Calle_Recta.prefab,396,1,0
Oscuridad,Modulos,Cruce,Biomes/Oscuridad/Prefabs/Modulos/Cruce.prefab,396,1,0
Oscuridad,Modulos,Calle_Curva,Biomes/Oscuridad/Prefabs/Modulos/Calle_Curva.prefab,528,1,0
Oscuridad,Modulos,Bordillo,Biomes/Oscuridad/Prefabs/Modulos/Bordillo.prefab,44,1,0
Oscuridad,Modulos,Muro_2m,Biomes/Oscuridad/Prefabs/Modulos/Muro_2m.prefab,44,1,0
Oscuridad,Modulos,Muro_Puerta,Biomes/Oscuridad/Prefabs/Modulos/Muro_Puerta.prefab,132,1,0
Oscuridad,Modulos,Muro_Ventana,Biomes/Oscuridad/Prefabs/Modulos/Muro_Ventana.prefab,176,1,0
Oscuridad,Modulos,Pilar,Biomes/Oscuridad/Prefabs/Modulos/Pilar.prefab,88,1,0
Oscuridad,Modulos,Escalones,Biomes/Oscuridad/Prefabs/Modulos/Escalones.prefab,132,1,0
Oscuridad,Modulos,Rampa,Biomes/Oscuridad/Prefabs/Modulos/Rampa.prefab,44,1,0
Oscuridad,Modulos,Pasarela,Biomes/Oscuridad/Prefabs/Modulos/Pasarela.prefab,704,1,0
Oscuridad,Modulos,Muralla,Biomes/Oscuridad/Prefabs/Modulos/Muralla.prefab,88,1,0
Oscuridad,Modulos,Porton,Biomes/Oscuridad/Prefabs/Modulos/Porton.prefab,1100,3,2
Oscuridad,Modulos,Escalera_Interior,Biomes/Oscuridad/Prefabs/Modulos/Escalera_Interior.prefab,792,1,0
Oscuridad,Modulos,Tejado_Modular,Biomes/Oscuridad/Prefabs/Modulos/Tejado_Modular.prefab,44,1,0
Oscuridad,Modulos,Toldo,Biomes/Oscuridad/Prefabs/Modulos/Toldo.prefab,44,1,0
Oscuridad,Modulos,Barandilla,Biomes/Oscuridad/Prefabs/Modulos/Barandilla.prefab,264,1,0
Oscuridad,Modulos,Acequia,Biomes/Oscuridad/Prefabs/Modulos/Acequia.prefab,132,1,0
Oscuridad,Props,Puente_Madera,Biomes/Oscuridad/Prefabs/Props/Puente_Madera.prefab,7656,1,0
Oscuridad,Props,Banco_Respaldo,Biomes/Oscuridad/Prefabs/Props/Banco_Respaldo.prefab,660,1,0
Oscuridad,Props,Banco_Simple,Biomes/Oscuridad/Prefabs/Props/Banco_Simple.prefab,484,1,0
Oscuridad,Props,Mesa_Picnic,Biomes/Oscuridad/Prefabs/Props/Mesa_Picnic.prefab,704,1,0
Oscuridad,Props,Taburete,Biomes/Oscuridad/Prefabs/Props/Taburete.prefab,336,1,0
Oscuridad,Props,Silla,Biomes/Oscuridad/Prefabs/Props/Silla.prefab,528,1,0
Oscuridad,Props,Farola,Biomes/Oscuridad/Prefabs/Props/Farola.prefab,624,3,1
Oscuridad,Props,Farol_Pared,Biomes/Oscuridad/Prefabs/Props/Farol_Pared.prefab,624,3,1
Oscuridad,Props,Valla_Tablillas,Biomes/Oscuridad/Prefabs/Props/Valla_Tablillas.prefab,660,1,0
Oscuridad,Props,Valla_Travesanos,Biomes/Oscuridad/Prefabs/Props/Valla_Travesanos.prefab,264,1,0
Oscuridad,Props,Valla_Cruzada,Biomes/Oscuridad/Prefabs/Props/Valla_Cruzada.prefab,352,1,0
Oscuridad,Props,Valla_Esquina,Biomes/Oscuridad/Prefabs/Props/Valla_Esquina.prefab,308,1,0
Oscuridad,Props,Portilla,Biomes/Oscuridad/Prefabs/Props/Portilla.prefab,572,2,1
Oscuridad,Props,Bolardo,Biomes/Oscuridad/Prefabs/Props/Bolardo.prefab,496,1,0
Oscuridad,Props,Senal_Blanca,Biomes/Oscuridad/Prefabs/Props/Senal_Blanca.prefab,132,1,0
Oscuridad,Props,Barril_Cerrado,Biomes/Oscuridad/Prefabs/Props/Barril_Cerrado.prefab,1632,2,1
Oscuridad,Props,Barril_Abierto,Biomes/Oscuridad/Prefabs/Props/Barril_Abierto.prefab,1472,1,0
Oscuridad,Props,Caja_Cerrada,Biomes/Oscuridad/Prefabs/Props/Caja_Cerrada.prefab,968,2,1
Oscuridad,Props,Caja_Abierta,Biomes/Oscuridad/Prefabs/Props/Caja_Abierta.prefab,924,1,0
Oscuridad,Props,Tablones_Apilados,Biomes/Oscuridad/Prefabs/Props/Tablones_Apilados.prefab,792,1,0
Oscuridad,Props,Lenero,Biomes/Oscuridad/Prefabs/Props/Lenero.prefab,1704,1,0
Oscuridad,Props,Carro_Mano,Biomes/Oscuridad/Prefabs/Props/Carro_Mano.prefab,2752,3,2
Oscuridad,Props,Carretilla,Biomes/Oscuridad/Prefabs/Props/Carretilla.prefab,1288,2,1
Oscuridad,Props,Pozo,Biomes/Oscuridad/Prefabs/Props/Pozo.prefab,696,4,1
Oscuridad,Props,Abrevadero,Biomes/Oscuridad/Prefabs/Props/Abrevadero.prefab,308,1,0
Oscuridad,Props,Cubo,Biomes/Oscuridad/Prefabs/Props/Cubo.prefab,496,2,1
Oscuridad,Props,Saco,Biomes/Oscuridad/Prefabs/Props/Saco.prefab,704,1,0
Oscuridad,Props,Escalera,Biomes/Oscuridad/Prefabs/Props/Escalera.prefab,1368,1,0
Oscuridad,Props,Puesto_Sencillo,Biomes/Oscuridad/Prefabs/Props/Puesto_Sencillo.prefab,660,1,0
Oscuridad,Props,Jardinera,Biomes/Oscuridad/Prefabs/Props/Jardinera.prefab,748,1,0
Oscuridad,Props,Cama,Biomes/Oscuridad/Prefabs/Props/Cama.prefab,220,1,0
Oscuridad,Props,Armario,Biomes/Oscuridad/Prefabs/Props/Armario.prefab,1232,3,2
Oscuridad,Props,Cofre,Biomes/Oscuridad/Prefabs/Props/Cofre.prefab,264,2,1
Oscuridad,Props,Mesa_Interior,Biomes/Oscuridad/Prefabs/Props/Mesa_Interior.prefab,220,1,0
Oscuridad,Props,Estanteria,Biomes/Oscuridad/Prefabs/Props/Estanteria.prefab,264,1,0
Oscuridad,Props,Mostrador,Biomes/Oscuridad/Prefabs/Props/Mostrador.prefab,88,1,0
Oscuridad,Props,Cocina,Biomes/Oscuridad/Prefabs/Props/Cocina.prefab,556,1,0
Oscuridad,Props,Alfombra,Biomes/Oscuridad/Prefabs/Props/Alfombra.prefab,44,1,0
Oscuridad,Props,Puerta,Biomes/Oscuridad/Prefabs/Props/Puerta.prefab,484,1,1
Oscuridad,Props,Contraventana,Biomes/Oscuridad/Prefabs/Props/Contraventana.prefab,264,1,1
Oscuridad,Props,Trampilla,Biomes/Oscuridad/Prefabs/Props/Trampilla.prefab,44,1,1
Oscuridad,Props,Veleta,Biomes/Oscuridad/Prefabs/Props/Veleta.prefab,336,2,1
Oscuridad,Sistemas,Portal,Biomes/Oscuridad/Prefabs/Sistemas/Portal.prefab,476,2,1
Oscuridad,Sistemas,Altar_Sacrificio,Biomes/Oscuridad/Prefabs/Sistemas/Altar_Sacrificio.prefab,592,2,0
Oscuridad,Sistemas,Forja,Biomes/Oscuridad/Prefabs/Sistemas/Forja.prefab,176,2,1
Oscuridad,Sistemas,Yunque,Biomes/Oscuridad/Prefabs/Sistemas/Yunque.prefab,132,1,0
Oscuridad,Sistemas,Entrenamiento,Biomes/Oscuridad/Prefabs/Sistemas/Entrenamiento.prefab,364,2,1
Oscuridad,Sistemas,Vitrina,Biomes/Oscuridad/Prefabs/Sistemas/Vitrina.prefab,132,2,1
Oscuridad,Sistemas,Expositor_Armas,Biomes/Oscuridad/Prefabs/Sistemas/Expositor_Armas.prefab,396,1,0
Oscuridad,Sistemas,Pedestal_Trofeo,Biomes/Oscuridad/Prefabs/Sistemas/Pedestal_Trofeo.prefab,288,1,0
Oscuridad,Sistemas,Fuente_Purificacion,Biomes/Oscuridad/Prefabs/Sistemas/Fuente_Purificacion.prefab,888,2,0
Oscuridad,Sistemas,Jardin_Memorias,Biomes/Oscuridad/Prefabs/Sistemas/Jardin_Memorias.prefab,380,2,0
Agua,Edificios,Casa_Pequena,Biomes/Agua/Prefabs/Edificios/Casa_Pequena.prefab,6044,10,5
Agua,Edificios,Casa_Jugador,Biomes/Agua/Prefabs/Edificios/Casa_Jugador.prefab,6044,10,5
Agua,Edificios,Casa_Dos_Estancias,Biomes/Agua/Prefabs/Edificios/Casa_Dos_Estancias.prefab,6176,10,5
Agua,Edificios,Posada,Biomes/Agua/Prefabs/Edificios/Posada.prefab,6176,10,5
Agua,Edificios,Tienda_Armas,Biomes/Agua/Prefabs/Edificios/Tienda_Armas.prefab,5912,10,5
Agua,Edificios,Tienda_Armaduras,Biomes/Agua/Prefabs/Edificios/Tienda_Armaduras.prefab,5912,10,5
Agua,Edificios,Tienda_Artefactos,Biomes/Agua/Prefabs/Edificios/Tienda_Artefactos.prefab,5912,10,5
Agua,Edificios,Herreria,Biomes/Agua/Prefabs/Edificios/Herreria.prefab,5956,10,5
Agua,Edificios,Archivo,Biomes/Agua/Prefabs/Edificios/Archivo.prefab,6088,10,5
Agua,Edificios,Santuario,Biomes/Agua/Prefabs/Edificios/Santuario.prefab,6168,10,5
Agua,Edificios,Mercado_Negro,Biomes/Agua/Prefabs/Edificios/Mercado_Negro.prefab,5912,10,5
Agua,Edificios,Museo,Biomes/Agua/Prefabs/Edificios/Museo.prefab,6088,10,5
Agua,Modulos,Suelo_2m,Biomes/Agua/Prefabs/Modulos/Suelo_2m.prefab,44,1,0
Agua,Modulos,Suelo_4m,Biomes/Agua/Prefabs/Modulos/Suelo_4m.prefab,44,1,0
Agua,Modulos,Calle_Recta,Biomes/Agua/Prefabs/Modulos/Calle_Recta.prefab,396,1,0
Agua,Modulos,Cruce,Biomes/Agua/Prefabs/Modulos/Cruce.prefab,396,1,0
Agua,Modulos,Calle_Curva,Biomes/Agua/Prefabs/Modulos/Calle_Curva.prefab,528,1,0
Agua,Modulos,Bordillo,Biomes/Agua/Prefabs/Modulos/Bordillo.prefab,44,1,0
Agua,Modulos,Muro_2m,Biomes/Agua/Prefabs/Modulos/Muro_2m.prefab,44,1,0
Agua,Modulos,Muro_Puerta,Biomes/Agua/Prefabs/Modulos/Muro_Puerta.prefab,132,1,0
Agua,Modulos,Muro_Ventana,Biomes/Agua/Prefabs/Modulos/Muro_Ventana.prefab,176,1,0
Agua,Modulos,Pilar,Biomes/Agua/Prefabs/Modulos/Pilar.prefab,88,1,0
Agua,Modulos,Escalones,Biomes/Agua/Prefabs/Modulos/Escalones.prefab,132,1,0
Agua,Modulos,Rampa,Biomes/Agua/Prefabs/Modulos/Rampa.prefab,44,1,0
Agua,Modulos,Pasarela,Biomes/Agua/Prefabs/Modulos/Pasarela.prefab,704,1,0
Agua,Modulos,Muralla,Biomes/Agua/Prefabs/Modulos/Muralla.prefab,88,1,0
Agua,Modulos,Porton,Biomes/Agua/Prefabs/Modulos/Porton.prefab,1100,3,2
Agua,Modulos,Escalera_Interior,Biomes/Agua/Prefabs/Modulos/Escalera_Interior.prefab,792,1,0
Agua,Modulos,Tejado_Modular,Biomes/Agua/Prefabs/Modulos/Tejado_Modular.prefab,44,1,0
Agua,Modulos,Toldo,Biomes/Agua/Prefabs/Modulos/Toldo.prefab,44,1,0
Agua,Modulos,Barandilla,Biomes/Agua/Prefabs/Modulos/Barandilla.prefab,264,1,0
Agua,Modulos,Acequia,Biomes/Agua/Prefabs/Modulos/Acequia.prefab,132,1,0
Agua,Props,Puente_Madera,Biomes/Agua/Prefabs/Props/Puente_Madera.prefab,7656,1,0
Agua,Props,Banco_Respaldo,Biomes/Agua/Prefabs/Props/Banco_Respaldo.prefab,660,1,0
Agua,Props,Banco_Simple,Biomes/Agua/Prefabs/Props/Banco_Simple.prefab,484,1,0
Agua,Props,Mesa_Picnic,Biomes/Agua/Prefabs/Props/Mesa_Picnic.prefab,704,1,0
Agua,Props,Taburete,Biomes/Agua/Prefabs/Props/Taburete.prefab,336,1,0
Agua,Props,Silla,Biomes/Agua/Prefabs/Props/Silla.prefab,528,1,0
Agua,Props,Farola,Biomes/Agua/Prefabs/Props/Farola.prefab,624,3,1
Agua,Props,Farol_Pared,Biomes/Agua/Prefabs/Props/Farol_Pared.prefab,624,3,1
Agua,Props,Valla_Tablillas,Biomes/Agua/Prefabs/Props/Valla_Tablillas.prefab,660,1,0
Agua,Props,Valla_Travesanos,Biomes/Agua/Prefabs/Props/Valla_Travesanos.prefab,264,1,0
Agua,Props,Valla_Cruzada,Biomes/Agua/Prefabs/Props/Valla_Cruzada.prefab,352,1,0
Agua,Props,Valla_Esquina,Biomes/Agua/Prefabs/Props/Valla_Esquina.prefab,308,1,0
Agua,Props,Portilla,Biomes/Agua/Prefabs/Props/Portilla.prefab,572,2,1
Agua,Props,Bolardo,Biomes/Agua/Prefabs/Props/Bolardo.prefab,496,1,0
Agua,Props,Senal_Blanca,Biomes/Agua/Prefabs/Props/Senal_Blanca.prefab,132,1,0
Agua,Props,Barril_Cerrado,Biomes/Agua/Prefabs/Props/Barril_Cerrado.prefab,1632,2,1
Agua,Props,Barril_Abierto,Biomes/Agua/Prefabs/Props/Barril_Abierto.prefab,1472,1,0
Agua,Props,Caja_Cerrada,Biomes/Agua/Prefabs/Props/Caja_Cerrada.prefab,968,2,1
Agua,Props,Caja_Abierta,Biomes/Agua/Prefabs/Props/Caja_Abierta.prefab,924,1,0
Agua,Props,Tablones_Apilados,Biomes/Agua/Prefabs/Props/Tablones_Apilados.prefab,792,1,0
Agua,Props,Lenero,Biomes/Agua/Prefabs/Props/Lenero.prefab,1704,1,0
Agua,Props,Carro_Mano,Biomes/Agua/Prefabs/Props/Carro_Mano.prefab,2752,3,2
Agua,Props,Carretilla,Biomes/Agua/Prefabs/Props/Carretilla.prefab,1288,2,1
Agua,Props,Pozo,Biomes/Agua/Prefabs/Props/Pozo.prefab,696,4,1
Agua,Props,Abrevadero,Biomes/Agua/Prefabs/Props/Abrevadero.prefab,308,1,0
Agua,Props,Cubo,Biomes/Agua/Prefabs/Props/Cubo.prefab,496,2,1
Agua,Props,Saco,Biomes/Agua/Prefabs/Props/Saco.prefab,704,1,0
Agua,Props,Escalera,Biomes/Agua/Prefabs/Props/Escalera.prefab,1368,1,0
Agua,Props,Puesto_Sencillo,Biomes/Agua/Prefabs/Props/Puesto_Sencillo.prefab,660,1,0
Agua,Props,Jardinera,Biomes/Agua/Prefabs/Props/Jardinera.prefab,748,1,0
Agua,Props,Cama,Biomes/Agua/Prefabs/Props/Cama.prefab,220,1,0
Agua,Props,Armario,Biomes/Agua/Prefabs/Props/Armario.prefab,1232,3,2
Agua,Props,Cofre,Biomes/Agua/Prefabs/Props/Cofre.prefab,264,2,1
Agua,Props,Mesa_Interior,Biomes/Agua/Prefabs/Props/Mesa_Interior.prefab,220,1,0
Agua,Props,Estanteria,Biomes/Agua/Prefabs/Props/Estanteria.prefab,264,1,0
Agua,Props,Mostrador,Biomes/Agua/Prefabs/Props/Mostrador.prefab,88,1,0
Agua,Props,Cocina,Biomes/Agua/Prefabs/Props/Cocina.prefab,556,1,0
Agua,Props,Alfombra,Biomes/Agua/Prefabs/Props/Alfombra.prefab,44,1,0
Agua,Props,Puerta,Biomes/Agua/Prefabs/Props/Puerta.prefab,484,1,1
Agua,Props,Contraventana,Biomes/Agua/Prefabs/Props/Contraventana.prefab,264,1,1
Agua,Props,Trampilla,Biomes/Agua/Prefabs/Props/Trampilla.prefab,44,1,1
Agua,Props,Veleta,Biomes/Agua/Prefabs/Props/Veleta.prefab,336,2,1
Agua,Sistemas,Portal,Biomes/Agua/Prefabs/Sistemas/Portal.prefab,476,2,1
Agua,Sistemas,Altar_Sacrificio,Biomes/Agua/Prefabs/Sistemas/Altar_Sacrificio.prefab,1048,2,0
Agua,Sistemas,Forja,Biomes/Agua/Prefabs/Sistemas/Forja.prefab,176,2,1
Agua,Sistemas,Yunque,Biomes/Agua/Prefabs/Sistemas/Yunque.prefab,132,1,0
Agua,Sistemas,Entrenamiento,Biomes/Agua/Prefabs/Sistemas/Entrenamiento.prefab,364,2,1
Agua,Sistemas,Vitrina,Biomes/Agua/Prefabs/Sistemas/Vitrina.prefab,132,2,1
Agua,Sistemas,Expositor_Armas,Biomes/Agua/Prefabs/Sistemas/Expositor_Armas.prefab,396,1,0
Agua,Sistemas,Pedestal_Trofeo,Biomes/Agua/Prefabs/Sistemas/Pedestal_Trofeo.prefab,288,1,0
Agua,Sistemas,Fuente_Purificacion,Biomes/Agua/Prefabs/Sistemas/Fuente_Purificacion.prefab,1344,2,0
Agua,Sistemas,Jardin_Memorias,Biomes/Agua/Prefabs/Sistemas/Jardin_Memorias.prefab,836,2,0
Tierra,Edificios,Casa_Pequena,Biomes/Tierra/Prefabs/Edificios/Casa_Pequena.prefab,5428,10,5
Tierra,Edificios,Casa_Jugador,Biomes/Tierra/Prefabs/Edificios/Casa_Jugador.prefab,5428,10,5
Tierra,Edificios,Casa_Dos_Estancias,Biomes/Tierra/Prefabs/Edificios/Casa_Dos_Estancias.prefab,5560,10,5
Tierra,Edificios,Posada,Biomes/Tierra/Prefabs/Edificios/Posada.prefab,5560,10,5
Tierra,Edificios,Tienda_Armas,Biomes/Tierra/Prefabs/Edificios/Tienda_Armas.prefab,5296,10,5
Tierra,Edificios,Tienda_Armaduras,Biomes/Tierra/Prefabs/Edificios/Tienda_Armaduras.prefab,5296,10,5
Tierra,Edificios,Tienda_Artefactos,Biomes/Tierra/Prefabs/Edificios/Tienda_Artefactos.prefab,5296,10,5
Tierra,Edificios,Herreria,Biomes/Tierra/Prefabs/Edificios/Herreria.prefab,5340,10,5
Tierra,Edificios,Archivo,Biomes/Tierra/Prefabs/Edificios/Archivo.prefab,5472,10,5
Tierra,Edificios,Santuario,Biomes/Tierra/Prefabs/Edificios/Santuario.prefab,5552,10,5
Tierra,Edificios,Mercado_Negro,Biomes/Tierra/Prefabs/Edificios/Mercado_Negro.prefab,5296,10,5
Tierra,Edificios,Museo,Biomes/Tierra/Prefabs/Edificios/Museo.prefab,5472,10,5
Tierra,Modulos,Suelo_2m,Biomes/Tierra/Prefabs/Modulos/Suelo_2m.prefab,44,1,0
Tierra,Modulos,Suelo_4m,Biomes/Tierra/Prefabs/Modulos/Suelo_4m.prefab,44,1,0
Tierra,Modulos,Calle_Recta,Biomes/Tierra/Prefabs/Modulos/Calle_Recta.prefab,396,1,0
Tierra,Modulos,Cruce,Biomes/Tierra/Prefabs/Modulos/Cruce.prefab,396,1,0
Tierra,Modulos,Calle_Curva,Biomes/Tierra/Prefabs/Modulos/Calle_Curva.prefab,528,1,0
Tierra,Modulos,Bordillo,Biomes/Tierra/Prefabs/Modulos/Bordillo.prefab,44,1,0
Tierra,Modulos,Muro_2m,Biomes/Tierra/Prefabs/Modulos/Muro_2m.prefab,44,1,0
Tierra,Modulos,Muro_Puerta,Biomes/Tierra/Prefabs/Modulos/Muro_Puerta.prefab,132,1,0
Tierra,Modulos,Muro_Ventana,Biomes/Tierra/Prefabs/Modulos/Muro_Ventana.prefab,176,1,0
Tierra,Modulos,Pilar,Biomes/Tierra/Prefabs/Modulos/Pilar.prefab,88,1,0
Tierra,Modulos,Escalones,Biomes/Tierra/Prefabs/Modulos/Escalones.prefab,132,1,0
Tierra,Modulos,Rampa,Biomes/Tierra/Prefabs/Modulos/Rampa.prefab,44,1,0
Tierra,Modulos,Pasarela,Biomes/Tierra/Prefabs/Modulos/Pasarela.prefab,704,1,0
Tierra,Modulos,Muralla,Biomes/Tierra/Prefabs/Modulos/Muralla.prefab,88,1,0
Tierra,Modulos,Porton,Biomes/Tierra/Prefabs/Modulos/Porton.prefab,1100,3,2
Tierra,Modulos,Escalera_Interior,Biomes/Tierra/Prefabs/Modulos/Escalera_Interior.prefab,792,1,0
Tierra,Modulos,Tejado_Modular,Biomes/Tierra/Prefabs/Modulos/Tejado_Modular.prefab,44,1,0
Tierra,Modulos,Toldo,Biomes/Tierra/Prefabs/Modulos/Toldo.prefab,44,1,0
Tierra,Modulos,Barandilla,Biomes/Tierra/Prefabs/Modulos/Barandilla.prefab,264,1,0
Tierra,Modulos,Acequia,Biomes/Tierra/Prefabs/Modulos/Acequia.prefab,132,1,0
Tierra,Props,Puente_Madera,Biomes/Tierra/Prefabs/Props/Puente_Madera.prefab,7656,1,0
Tierra,Props,Banco_Respaldo,Biomes/Tierra/Prefabs/Props/Banco_Respaldo.prefab,660,1,0
Tierra,Props,Banco_Simple,Biomes/Tierra/Prefabs/Props/Banco_Simple.prefab,484,1,0
Tierra,Props,Mesa_Picnic,Biomes/Tierra/Prefabs/Props/Mesa_Picnic.prefab,704,1,0
Tierra,Props,Taburete,Biomes/Tierra/Prefabs/Props/Taburete.prefab,336,1,0
Tierra,Props,Silla,Biomes/Tierra/Prefabs/Props/Silla.prefab,528,1,0
Tierra,Props,Farola,Biomes/Tierra/Prefabs/Props/Farola.prefab,624,3,1
Tierra,Props,Farol_Pared,Biomes/Tierra/Prefabs/Props/Farol_Pared.prefab,624,3,1
Tierra,Props,Valla_Tablillas,Biomes/Tierra/Prefabs/Props/Valla_Tablillas.prefab,660,1,0
Tierra,Props,Valla_Travesanos,Biomes/Tierra/Prefabs/Props/Valla_Travesanos.prefab,264,1,0
Tierra,Props,Valla_Cruzada,Biomes/Tierra/Prefabs/Props/Valla_Cruzada.prefab,352,1,0
Tierra,Props,Valla_Esquina,Biomes/Tierra/Prefabs/Props/Valla_Esquina.prefab,308,1,0
Tierra,Props,Portilla,Biomes/Tierra/Prefabs/Props/Portilla.prefab,572,2,1
Tierra,Props,Bolardo,Biomes/Tierra/Prefabs/Props/Bolardo.prefab,496,1,0
Tierra,Props,Senal_Blanca,Biomes/Tierra/Prefabs/Props/Senal_Blanca.prefab,132,1,0
Tierra,Props,Barril_Cerrado,Biomes/Tierra/Prefabs/Props/Barril_Cerrado.prefab,1632,2,1
Tierra,Props,Barril_Abierto,Biomes/Tierra/Prefabs/Props/Barril_Abierto.prefab,1472,1,0
Tierra,Props,Caja_Cerrada,Biomes/Tierra/Prefabs/Props/Caja_Cerrada.prefab,968,2,1
Tierra,Props,Caja_Abierta,Biomes/Tierra/Prefabs/Props/Caja_Abierta.prefab,924,1,0
Tierra,Props,Tablones_Apilados,Biomes/Tierra/Prefabs/Props/Tablones_Apilados.prefab,792,1,0
Tierra,Props,Lenero,Biomes/Tierra/Prefabs/Props/Lenero.prefab,1704,1,0
Tierra,Props,Carro_Mano,Biomes/Tierra/Prefabs/Props/Carro_Mano.prefab,2752,3,2
Tierra,Props,Carretilla,Biomes/Tierra/Prefabs/Props/Carretilla.prefab,1288,2,1
Tierra,Props,Pozo,Biomes/Tierra/Prefabs/Props/Pozo.prefab,696,4,1
Tierra,Props,Abrevadero,Biomes/Tierra/Prefabs/Props/Abrevadero.prefab,308,1,0
Tierra,Props,Cubo,Biomes/Tierra/Prefabs/Props/Cubo.prefab,496,2,1
Tierra,Props,Saco,Biomes/Tierra/Prefabs/Props/Saco.prefab,704,1,0
Tierra,Props,Escalera,Biomes/Tierra/Prefabs/Props/Escalera.prefab,1368,1,0
Tierra,Props,Puesto_Sencillo,Biomes/Tierra/Prefabs/Props/Puesto_Sencillo.prefab,660,1,0
Tierra,Props,Jardinera,Biomes/Tierra/Prefabs/Props/Jardinera.prefab,748,1,0
Tierra,Props,Cama,Biomes/Tierra/Prefabs/Props/Cama.prefab,220,1,0
Tierra,Props,Armario,Biomes/Tierra/Prefabs/Props/Armario.prefab,1232,3,2
Tierra,Props,Cofre,Biomes/Tierra/Prefabs/Props/Cofre.prefab,264,2,1
Tierra,Props,Mesa_Interior,Biomes/Tierra/Prefabs/Props/Mesa_Interior.prefab,220,1,0
Tierra,Props,Estanteria,Biomes/Tierra/Prefabs/Props/Estanteria.prefab,264,1,0
Tierra,Props,Mostrador,Biomes/Tierra/Prefabs/Props/Mostrador.prefab,88,1,0
Tierra,Props,Cocina,Biomes/Tierra/Prefabs/Props/Cocina.prefab,556,1,0
Tierra,Props,Alfombra,Biomes/Tierra/Prefabs/Props/Alfombra.prefab,44,1,0
Tierra,Props,Puerta,Biomes/Tierra/Prefabs/Props/Puerta.prefab,484,1,1
Tierra,Props,Contraventana,Biomes/Tierra/Prefabs/Props/Contraventana.prefab,264,1,1
Tierra,Props,Trampilla,Biomes/Tierra/Prefabs/Props/Trampilla.prefab,44,1,1
Tierra,Props,Veleta,Biomes/Tierra/Prefabs/Props/Veleta.prefab,336,2,1
Tierra,Sistemas,Portal,Biomes/Tierra/Prefabs/Sistemas/Portal.prefab,476,2,1
Tierra,Sistemas,Altar_Sacrificio,Biomes/Tierra/Prefabs/Sistemas/Altar_Sacrificio.prefab,388,2,0
Tierra,Sistemas,Forja,Biomes/Tierra/Prefabs/Sistemas/Forja.prefab,176,2,1
Tierra,Sistemas,Yunque,Biomes/Tierra/Prefabs/Sistemas/Yunque.prefab,132,1,0
Tierra,Sistemas,Entrenamiento,Biomes/Tierra/Prefabs/Sistemas/Entrenamiento.prefab,364,2,1
Tierra,Sistemas,Vitrina,Biomes/Tierra/Prefabs/Sistemas/Vitrina.prefab,132,2,1
Tierra,Sistemas,Expositor_Armas,Biomes/Tierra/Prefabs/Sistemas/Expositor_Armas.prefab,396,1,0
Tierra,Sistemas,Pedestal_Trofeo,Biomes/Tierra/Prefabs/Sistemas/Pedestal_Trofeo.prefab,288,1,0
Tierra,Sistemas,Fuente_Purificacion,Biomes/Tierra/Prefabs/Sistemas/Fuente_Purificacion.prefab,684,2,0
Tierra,Sistemas,Jardin_Memorias,Biomes/Tierra/Prefabs/Sistemas/Jardin_Memorias.prefab,176,2,0
Viento,Edificios,Casa_Pequena,Biomes/Viento/Prefabs/Edificios/Casa_Pequena.prefab,5516,10,5
Viento,Edificios,Casa_Jugador,Biomes/Viento/Prefabs/Edificios/Casa_Jugador.prefab,5516,10,5
Viento,Edificios,Casa_Dos_Estancias,Biomes/Viento/Prefabs/Edificios/Casa_Dos_Estancias.prefab,5648,10,5
Viento,Edificios,Posada,Biomes/Viento/Prefabs/Edificios/Posada.prefab,5648,10,5
Viento,Edificios,Tienda_Armas,Biomes/Viento/Prefabs/Edificios/Tienda_Armas.prefab,5384,10,5
Viento,Edificios,Tienda_Armaduras,Biomes/Viento/Prefabs/Edificios/Tienda_Armaduras.prefab,5384,10,5
Viento,Edificios,Tienda_Artefactos,Biomes/Viento/Prefabs/Edificios/Tienda_Artefactos.prefab,5384,10,5
Viento,Edificios,Herreria,Biomes/Viento/Prefabs/Edificios/Herreria.prefab,5428,10,5
Viento,Edificios,Archivo,Biomes/Viento/Prefabs/Edificios/Archivo.prefab,5560,10,5
Viento,Edificios,Santuario,Biomes/Viento/Prefabs/Edificios/Santuario.prefab,5640,10,5
Viento,Edificios,Mercado_Negro,Biomes/Viento/Prefabs/Edificios/Mercado_Negro.prefab,5384,10,5
Viento,Edificios,Museo,Biomes/Viento/Prefabs/Edificios/Museo.prefab,5560,10,5
Viento,Modulos,Suelo_2m,Biomes/Viento/Prefabs/Modulos/Suelo_2m.prefab,44,1,0
